RIVERDALE FUR INC.,Misc Non-Food Retail - 817,Lost Property - L02,Advised to Sue - ATS,BRONX,NY
"RIVER WATCH GARAGE, LLC",Garage - 049,Damaged Goods - D01,Advised to Sue - ATS,NEW YORK,NY
RJ FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,JACKSON HEIGHTS,NY
RJM ACQUISITIONS LLC,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,SYOSSET,NY
R&K POLICE UNIFORMS INC.,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,JAMAICA,NY
RLS CLOTHING & ACCESSORIES CATALOG,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,No Business Response - NVR,BRONX,NY
R.M.B. WIRELESS INC.,Electronic Store - 001,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NEW YORK,NY
R.M.B. WIRELESS INC.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,NEW YORK,NY
"R & M FLOOR CARE, LLC",Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,No Satisfactory Agreement - NSA,BAYSIDE,NY
"R.M. GALICIA, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,ROSWELL,GA
R.N. CONSULTANTS,Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NEW YORK,NY
ROAD MASTERS II INC.,Secondhand Dealer Auto - 005,"Billing Dispute - B02, Surcharge/Overcharge - S02",Advised to Sue - ATS,MIDDLE VLG,NY
ROAD MASTERS II INC.,Secondhand Dealer Auto - 005,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,MIDDLE VLG,NY
ROAD MASTER TOWING INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,Consumer Took Action - CTA,BROOKLYN,NY
ROBBIE'S ENTERPRISES INC.,Tow Truck Company - 124,Outstanding Judgment - J01,Cash Amount - AMT,STATEN ISLAND,NY
ROBERTS CORNER JEWERLY,Jewelry Store-Retail - 823,Misrepresentation - M01,Consumer Took Action - CTA,BROOKLYN,NY
ROCHELLA'S AUTO SERVICE INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,Cash Amount - AMT,STATEN ISLAND,NY
ROCHELLA'S AUTO SERVICE INC.,Secondhand Dealer Auto - 005,Billing Dispute - B02,Advised to Sue - ATS,STATEN ISLAND,NY
ROCHELLA'S AUTO SERVICE INC.,Secondhand Dealer Auto - 005,Outstanding Judgment - J01,Agency Collected Judgement - ACJ,STATEN ISLAND,NY
ROCKMILL GARAGE CORP.,Garage - 049,"Misrepresentation - M01, Surcharge/Overcharge - S02",Advised to Sue - ATS,NEW YORK,NY
ROMA FURNITURE WAREHOUSE CORP,Furniture Sales - 242,"Exchange Goods/Contract Cancelled - E01, Refund Policy - R01",Advised to Sue - ATS,BROOKLYN,NY
ROMAGICA CORP.,Restaurant - 818,Surcharge/Overcharge - S02,Cash Amount - AMT,NEW YORK,NY
ROMA SHOE REPAIR INC.,Wearing Apparel  - 450,Advertising/General - A01,Advised to Sue - ATS,JAMAICA,NY
ROOM TO ROOM FURNITURE WAREHOUSE,Furniture Sales - 242,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,BRONX,NY
ROSSI LAW OFFICE,Debt Collection Agency - 122,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,SMITHFIELD,RI
ROUTE 1 LUXURY AUTOS LLC,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Out of Business - OOB,BRONX,NY
ROUTE 1 LUXURY AUTOS LLC,Secondhand Dealer Auto - 005,Misrepresentation - M01,Unable to Locate Business - ULV,BRONX,NY
"ROYAL CHARTER PROPERTIES-EAST, INC.",Garage - 049,Damaged Goods - D01,Advised to Sue - ATS,NEW YORK,NY
ROYAL CLEANERS,Dry Cleaners - 230,Non-Delivery of Service - N02,Cash Amount - AMT,BROOKLYN,NY
ROYAL COACH DINER,Restaurant - 818,Surcharge/Overcharge - S02,Cash Amount - AMT,BRONX,NY
ROYAL PRESTIGE,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,Goods Repaired - GRS,NEW YORK,NY
R.S.B.Y. CELL INC.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NEW YORK,NY
R.T.R. FINANCIAL SERVICES INC.,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,STATEN ISLAND,NY
R.T.R. FINANCIAL SERVICES INC.,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,STATEN ISLAND,NY
"RTR FINANCIAL SERVICES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,STATEN ISLAND,NY
RUBEN ARIO MARTINEZ,Tow Truck Company - 124,Misrepresentation - M01,No Business Response - NVR,BRONX,NY
RUBIN & ROTHMAN LLC,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,ISLANDIA,NY
RUCCI OIL COMPANY. INC.,Misc Non-Food Retail - 817,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,STATEN ISLAND,NY
RUCCI OIL COMPANY. INC.,Fuel Oil Dealer - 814,Non-Delivery of Service - N02,Advised to Sue - ATS,STATEN ISLAND,NY
"RUIZ, LUIS E.",Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,JACKSON HEIGHTS,NY
"RUIZ, RODRIGO F",Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,JACKSON HTS,NY
RUNWAY EXQUISITE BOUTIQUE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,BROOKLYN,NY
RUNWAY GARMENT CARE,Dry Cleaners - 230,Non-Delivery of Goods - N01,Advised to Sue - ATS,NEW YORK,NY
RUNWAY TOWING CORP.,Tow Truck Company - 124,Billing Dispute - B02,Advised to Sue - ATS,S OZONE PARK,NY
RUNWAY TOWING CORP.,Tow Truck Company - 124,Surcharge/Overcharge - S02,No Satisfactory Agreement - NSA,S OZONE PARK,NY
RUNWAY TOWING CORP.,Tow Truck Company - 124,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,S OZONE PARK,NY
RUNWAY TOWING CORP.,Tow Truck Company - 124,Surcharge/Overcharge - S02,Referred to Outside - RTO,S OZONE PARK,NY
SABLE'S,Other,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
SABON,Misc Non-Food Retail - 817,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
SAFE AND SECURE SERVICES,Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NEW YORK,NY
SALLY AUTO SALES INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,Goods Repaired - GRS,BRONX,NY
SAL WIRELESS,Electronic Store - 001,Refund Policy - R01,No Business Response - NVR,NEW YORK,NY
"SAMI'S METRO PARTNER ASSOCIATE, CORP.",Electronic Store - 001,Defective Goods - D02,Goods Exchanged - GEX,FAR ROCKAWAY,NY
SAM'S DEAL FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
SAM'S DEAL FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Cash Amount - AMT,BROOKLYN,NY
SANDY'S HALF PRICE MUFFLER LLC,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Consumer Took Action - CTA,STATEN ISLAND,NY
SANTIAGO AUTO MALL CORP.,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Referred to Outside - RTO,BRONX,NY
"SANTIAGO, PEDRO J.",Pawnbroker - 080,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,BRONX,NY
SARA INTERNATIONAL TRAVEL,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,OZONE PARK,NY
SAVERITE FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Advised to Sue - ATS,BROOKLYN,NY
SAVERITE FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Store Credit - SCR,BROOKLYN,NY
SAVERITE FURNITURE,Furniture Sales - 242,Misrepresentation - M01,Cash Amount - AMT,BROOKLYN,NY
SAVERITE FURNITURE,Furniture Sales - 242,Wrong Goods - W01,No Satisfactory Agreement - NSA,BROOKLYN,NY
SAVERITE FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,BROOKLYN,NY
SAVERITE FURNITURE,Furniture Sales - 242,Wrong Goods - W01,No Satisfactory Agreement - NSA,BROOKLYN,NY
SAVERITE FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,BROOKLYN,NY
SAVERITE FURNITURE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,BROOKLYN,NY
SAVERITE FURNITURE,Furniture Sales - 242,Misrepresentation - M01,Advised to Sue - ATS,BROOKLYN,NY
SAVERITE FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,BROOKLYN,NY
SAVE RITE FURNITURE INC.,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,No Satisfactory Agreement - NSA,BROOKLYN,NY
SAVE RITE FURNITURE INC.,Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,BROOKLYN,NY
SAVINGS2GO,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,PLANO,TX
SAYI INC.,Misc Non-Food Retail - 817,Damaged Goods - D01,Advised to Sue - ATS,ASTORIA,NY
SAZON,Restaurant - 818,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
SCARAN,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,Advised to Sue - ATS,STATEN ISLAND,NY
"SCHACHTER PORTNOY, L.L.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,PRINCETON,NJ
"SCHERMERHORN PARKING MGMT, LLC",Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,BROOKLYN,NY
SCHUMACHER'S,Electronic & Home Appliance Service Dealer - 115,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,GLENDALE,NY
SCRIPTX PHARMACY/J.P. BEAUTY & MEDS,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,BRONX,NY
"SDK FURNITURE, INC.",Furniture Sales - 242,Defective Goods - D02,No Business Response - NVR,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,Goods Received - GDR,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Damaged Goods - D01,Out of Business - OOB,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,Advised to Sue - ATS,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Damaged Goods - D01,Goods Received - GDR,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,No Business Response - NVR,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,No Business Response - NVR,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Damaged Goods - D01,Out of Business - OOB,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Electronic Store - 001,Non-Delivery of Goods - N01,Out of Business - OOB,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,Advised to Sue - ATS,BROOKLYN,NY
SEACOAST DESIGN FURNITURE INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,Goods Received - GDR,BROOKLYN,NY
"SEAPOD CAPITAL GROUP, LLC",Pawnbroker - 080,Lost Property - L02,Cash Amount - AMT,JAMAICA,NY
SEARS,Misc Non-Food Retail - 817,Quality of Work - Q01,Resolved and Consumer Satisfied - SPF,LONGWOOD,FL
SEARS,Appliances - 244,Non-Delivery of Goods - N01,Goods Repaired - GRS,STATEN ISLAND,NY
"SEARS, ROEBUCK AND CO.",Appliances - 244,Defective Goods - D02,No Satisfactory Agreement - NSA,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Misc Non-Food Retail - 817,Defective Goods - D02,Advised to Sue - ATS,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Misc Non-Food Retail - 817,"Defective Goods - D02, Exchange Goods/Contract Cancelled - E01",Goods Exchanged - GEX,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Appliances - 244,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Furniture Sales - 242,Defective Goods - D02,Referred to Outside - RTO,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Appliances - 244,Breach of Warranty - B04,Resolved and Consumer Satisfied - SPF,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Appliances - 244,Breach of Warranty - B04,Cash Amount - AMT,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Appliances - 244,Breach of Warranty - B04,Resolved and Consumer Satisfied - SPF,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Electronic & Home Appliance Service Dealer - 115,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Electronic & Home Appliance Service Dealer - 115,Breach of Warranty - B04,Resolved and Consumer Satisfied - SPF,HOFFMAN ESTATES,IL
"SEARS, ROEBUCK AND CO.",Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,HOFFMAN ESTATES,IL
"SEATTLE SERVICE BUREAU, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,BOTHELL,WA
"SECOND CYCLE, INC.",Laundry - 064,Damaged Goods - D01,Cash Amount - AMT,BROOKLYN,NY
SECOND ROUND LIMITED PARTNERSHIP,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,AUSTIN,TX
SECURE ENFORCEMENT GROUP,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,Advised to Sue - ATS,NEW YORK,NY
SECURE ENFORCEMENT GROUP,Employment Agency - 034,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
SECURE ENFORCEMENT GROUP,Employment Agency - 034,Refund Policy - R01,Advised to Sue - ATS,NEW YORK,NY
SECURE ENFORCEMENT GROUP,Employment Agency - 034,Billing Dispute - B02,Advised to Sue - ATS,NEW YORK,NY
SECURE ENFORCEMENT GROUP,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,Goods Received - GDR,NEW YORK,NY
SECURE SELF STORAGE - WYCKOFF,Misc Non-Food Retail - 817,Billing Dispute - B02,Consumer Took Action - CTA,RIDGEWOOD,NY
SECURITY ENFORCEMENT GROUP,Employment Agency - 034,Non-Delivery of Service - N02,Cash Amount - AMT,NEW YORK,NY
SECURITY FOR AMERICA INC.,Employment Agency - 034,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
SECURITY FOR AMERICA INC.,Employment Agency - 034,Non-Delivery of Service - N02,No Satisfactory Agreement - NSA,NEW YORK,NY
SELECT PARKING LLC,Garage - 049,Damage / Estimate,Cash Amount - AMT,NEW YORK,NY
SEND A PACKAGE INC.,Mailorder Misc - 319,Non-Delivery of Goods - N01,Cash Amount - AMT,NEW YORK,NY
SEND A PACKAGE INC.,Mailorder Misc - 319,Refund Policy - R01,Cash Amount - AMT,NEW YORK,NY
"SEND A PACKAGE, INC.",Mailorder Misc - 319,Non-Delivery of Goods - N01,No Business Response - NVR,NEW YORK,NY
"SEND A PACKAGE, INC.",Mailorder Misc - 319,Non-Delivery of Goods - N01,Cash Amount - AMT,BRONX,NY
SERVPRO,Misc Non-Food Retail - 817,Quality of Work - Q01,Advised to Sue - ATS,OZONE PARK,NY
SET MOBILE INC.,Electronic Store - 001,Defective Goods - D02,Goods Exchanged - GEX,NEW YORK,NY
SEVEN AVE GOLDEN PAWN SHOP INC,Pawnbroker - 080,Billing Dispute - B02,No Satisfactory Agreement - NSA,NEW YORK,NY
SEVENTH AVENUE ELECTRONICS LLC,Electronic Store - 001,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
S. G. HYLAN MOTORS CORP.,Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,Cash Amount - AMT,STATEN ISLAND,NY
SHALIMAR TRAVEL AMERICA,Travel Agency - 440,Billing Dispute - B02,Advised to Sue - ATS,NEW YORK,NY
SHANGHAI VOGUE FURNITURE & LIGHT,Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,BROOKLYN,NY
"SHARINN & LIPSHIE, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,UNIONDALE,NY
SHARKSTORES,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,Credit Card Refund and/or Contract Cancelled - CRC,LONG ISLAND CITY,NY
SHELL GAS STATION,Gas Station-Retail - 815,Misrepresentation - M01,Cash Amount - AMT,BRONX,NY
SHERIDAN HOTEL,Hotel/Motel - 460,Breach of Contract - B03,Credit Card Refund and/or Contract Cancelled - CRC,BRONX,NY
SHERWIN WILLIAMS CO.,Misc Non-Food Retail - 817,Wrong Goods - W01,Referred to Outside - RTO,STATEN ISLAND,NY
SHOE OUTLET,Wearing Apparel  - 450,Defective Goods - D02,Advised to Sue - ATS,BRONX,NY
SHOE WAREHOUSE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,BROOKLYN,NY
SHTAUBER SILVER REPAIR CENTER,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,BROOKLYN,NY
"SILVER STAR AUTO RESOURCES, LLC",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,LONG IS CITY,NY
"SILVER STAR AUTO RESOURCES, LLC",Secondhand Dealer Auto - 005,Defective Goods - D02,Advised to Sue - ATS,LONG IS CITY,NY
SIMCHE CLEANERS INC,Dry Cleaners - 230,Non-Delivery of Service - N02,Goods Repaired - GRS,NEW YORK,NY
SINCLAIR ENTERPRISE LLC,Secondhand Dealer Auto - 005,Misrepresentation - M01,Advised to Sue - ATS,BRONX,NY
SKINNEY MED SPA NYC,Health Spa - 839,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"SKYLINE TOURS, LLC",Sightseeing Bus - 078,Refund Policy - R01,Cash Amount - AMT,NEW YORK,NY
"SKYVIEW APPLIANCES AND ELECTRONICS, INC.",Appliances - 244,Non-Delivery of Goods - N01,Advised to Sue - ATS,BROOKLYN,NY
SLEEPY'S,Furniture Sales - 242,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,HICKSVILLE,NY
SLEEPY'S,Furniture Sales - 242,Defective Goods - D02,No Satisfactory Agreement - NSA,HICKSVILLE,NY
SLEEPY'S,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,HICKSVILLE,NY
Sleepy's,Misc Non-Food Retail - 817,Damaged Goods - D01,Consumer Took Action - CTA,STATEN ISLAND,NY
"SLEEPY'S HOLDINGS, LLC",Misc Non-Food Retail - 817,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,ELMHURST,NY
SLEEPY'S LLC,Furniture Sales - 242,Misrepresentation - M01,Store Credit - SCR,HICKSVILLE,NY
SLEEPY'S LLC,Furniture Sales - 242,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,HICKSVILLE,NY
SLEEPY'S LLC,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,HICKSVILLE,NY
SLEEPY'S LLC,Furniture Sales - 242,Damaged Goods - D01,Cash Amount - AMT,HICKSVILLE,NY
SLEEPY'S LLC,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Defective Goods - D02,Goods Exchanged - GEX,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Refund Policy - R01,Credit Card Refund and/or Contract Cancelled - CRC,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,BRONX,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Surcharge/Overcharge - S02,Referred to Outside - RTO,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Damaged Goods - D01,Credit Card Refund and/or Contract Cancelled - CRC,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Surcharge/Overcharge - S02,Referred to Outside - RTO,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Wrong Goods - W01,Credit Card Refund and/or Contract Cancelled - CRC,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,"Billing Dispute - B02, Misrepresentation - M01",No Satisfactory Agreement - NSA,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,HICKSVILLE,NY
"SLEEPY'S, LLC",Furniture Sales - 242,Defective Goods - D02,Goods Exchanged - GEX,HICKSVILLE,NY
SLEEPYS LLC,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,BRONX,NY
SLIPCOVERSHOP.COM,Misc Non-Food Retail - 817,Bait & Switch - B01,Resolved and Consumer Satisfied - SPF,WOODSIDE,NY
SLOPE CAR PARK INC.,Garage - 049,Billing Dispute - B02,Advised to Sue - ATS,NEW YORK,NY
"SMART ELECTRONICS, CORP.",Electronic Store - 001,Non-Delivery of Goods - N01,Cash Amount - AMT,NEW YORK,NY
smart pc repair,Electronic & Home Appliance Service Dealer - 115,Surcharge/Overcharge - S02,Unable to Locate Business - ULV,NEW YORK,NY
SMB WIRELESS INC.,Electronic Store - 001,Breach of Contract - B03,Credit Card Refund and/or Contract Cancelled - CRC,FLUSHING,NY
SMYTHSON OF BOND STREET,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
"SNO WHITE CLEANERS, INC.",Dry Cleaners - 230,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
SNOWIMAGE,Wearing Apparel  - 450,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,BROOKLYN,NY
SOFA BED HOUSE CORP.,Furniture Sales - 242,"Non-Delivery of Goods - N01, Wrong Goods - W01",No Satisfactory Agreement - NSA,ASTORIA,NY
SOFA BED HOUSE CORP.,Furniture Sales - 242,Damaged Goods - D01,No Business Response - NVR,ASTORIA,NY
SOGO NY TRAVEL & TOUR INC.,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,FLUSHING,NY
"SOLID GOLD TOWING, INC.",Tow Truck Company - 124,Misrepresentation - M01,Bill Reduced - BLR,BROOKLYN,NY
"SOLID GOLD TOWING, INC.",Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,BROOKLYN,NY
SOLO HOME SPECIALIZED INC.,Appliances - 244,Advertising/Misleading - A02,Advised to Sue - ATS,BROOKLYN,NY
"SOLOMON AND SOLOMON, P.C.",Debt Collection Agency - 122,Harassment - H01,Resolved and Consumer Satisfied - SPF,ALBANY,NY
SONTAG & HYMAN,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,ROSLYN HEIGHTS,NY
"SOS AUTO BODY, INC.",Tow Truck Company - 124,Billing Dispute - B02,Credit Card Refund and/or Contract Cancelled - CRC,OZONE PARK,NY
"SOS AUTO BODY, INC.",Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,OZONE PARK,NY
"SOUND OF MARKET ELECTRONICS, INC.",Special Sale - 102,Surcharge/Overcharge - S02,Unable to Locate Business - ULV,BRONX,NY
"SOURCE RECEIVABLES MANAGEMENT, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,GREENSBORO,NC
"SOURCE RECEIVABLES MANAGEMENT, LLC",Debt Collection Agency - 122,Misrepresentation - M01,Bill Reduced - BLR,GREENSBORO,NC
SOUTHERN TELECOM INC.,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,No Business Response - NVR,BROOKLYN,NY
"SOUTHERN TELECOM, INC.",Electronic Store - 001,Defective Goods - D02,Referred to Outside - RTO,BROOKLYN,NY
"SOUTHWEST CREDIT SYSTEMS, L.P.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,CARROLLTON,TX
"SOUTHWEST CREDIT SYSTEMS, L.P.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,CARROLLTON,TX
SPA CASTLE INC.,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,No Satisfactory Agreement - NSA,COLLEGE POINT,NY
SPACE HUNTERS,Misc Non-Food Retail - 817,Advertising/General - A01,Cash Amount - AMT,NEW YORK,NY
"SPECIAL NEEDS X-PRESS, INC.",Mailorder Misc - 319,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,BRONX,NY
SPEED LINE LLC,Electronic Store - 001,Breach of Contract - B03,Cash Amount - AMT,NEW YORK,NY
SPORTS & IMPORTS AUTO INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,Consumer Took Action - CTA,BROOKLYN,NY
"SPOTLESS CLEANER, LAUNDRY",Dry Cleaners - 230,Lost Property - L02,Cash Amount - AMT,NEW YORK,NY
SPOTLESS NYC,Misc Non-Food Retail - 817,Damaged Goods - D01,Advised to Sue - ATS,NEW YORK,NY
SPRINT SPECTRUM L.P.,Electronic Store - 001,Outstanding Judgment - J01,Referred to Outside - RTO,OVERLAND PARK,KS
SPRINT SPECTRUM L.P.,Other,"Military , Misrepresentation - M01",Bill Reduced - BLR,OVERLAND PARK,KS
SPRINT SPECTRUM L.P.,Electronic Store - 001,Breach of Contract - B03,Cash Amount - AMT,OVERLAND PARK,KS
SPRINT SPECTRUM L.P.,Electronic Store - 001,Billing Dispute - B02,Bill Reduced - BLR,OVERLAND PARK,KS
